keyword_norm,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,recent_freq,early_freq,growth,decline,avg_freq,cv
responsible investment in agriculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
responsible investment in agriculture and food systems,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
restauración de los ecosistemas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
restoration,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.46153846153846156,2.013840995162763
retail prices,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
retinol,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
return on investment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,-3.0,0.46153846153846156,3.4641016143871988
reuse,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
rff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
rice,1.0,4.0,2.0,7.0,12.0,5.0,9.0,17.0,3.0,20.0,7.0,13.0,-13.0,6.6923076923076925,1.1887525033245723
rice field fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
rice fields,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.38461538461538464,2.7999999992719995
"rice value chains, resilient food systems",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
rice-field fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
rice-fish systems,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
ricefield,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
ricefield aquaculture,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
right of access,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
risk,1.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,1.0,-1.0,1.2307692307692308,1.280868845640879
risk analysis,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.38461538461538464,1.9183326088263215
risk assessment,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8461538461538461,2.166613688437216
risk management,1.0,2.0,5.0,2.0,0.0,0.0,1.0,5.0,0.0,5.0,8.0,-3.0,3.0,2.230769230769231,1.2575574157236589
risk reduction,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,-4.0,4.0,1.1538461538461537,2.091251618666508
risk transfer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
river basin management,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
river basins,0.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,1.0,-1.0,1.3076923076923077,1.2506053896378537
rivers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
role of women,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
role of women-women (role),0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
roots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
rules,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
rural areas,0.0,1.0,1.0,5.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,-2.0,1.4615384615384615,1.3041591255280172
rural communities,0.0,0.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.0,1.0,1.1538461538461537,1.2183777920608785
rural development,0.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,-1.0,1.1538461538461537,1.0666666665742222
rural economics,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
rural livelihoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
rural population,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.5384615384615384,2.010178182408151
rural welfare,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,3.0,0.46153846153846156,3.4641016143871988
rural women,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.38461538461538464,2.6076809614030623
rural youth,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,1.0,0.46153846153846156,1.8257418579549765
rwanda,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,3.4641016136366436
safety regulations,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
sahel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
saline soils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
salinity,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.5384615384615384,2.373321103250119
sand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
sanitation,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,2.669269562140315
satellite imagery,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
satellites,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.38461538461538464,1.2649110637384748
savannahs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
savings groups,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
scaling,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
scaling methodology,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
scaling of innovations,0.0,1.0,1.0,4.0,1.0,1.0,1.0,12.0,0.0,12.0,2.0,10.0,-10.0,2.6923076923076925,2.108099056572752
scaling up,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,2.0,-2.0,1.1538461538461537,1.39522996897617
scholarship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
school feeding,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.8461538461538461,1.0204520144541123
school feeding program,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
schools,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
screening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
seasonal cropping,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
seasonality,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
secondary education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
sector privado,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.2210246806344482
sector público,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
sediment,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
seed,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,-2.0,0.8461538461538461,1.526623238342005
seed access,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
seed certification,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,-3.0,0.5384615384615384,2.784798383713956
seed collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
seed industry,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
seed management,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
seed multiplication,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
seed production,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,-2.0,0.7692307692307693,1.542724861853597
seed quality,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.38461538461538464,2.399999999376
seed stands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
seed systems,0.0,3.0,2.0,7.0,13.0,3.0,1.0,14.0,1.0,15.0,5.0,10.0,-10.0,4.923076923076923,1.3484655631220728
seed sytems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
seedling survival,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
seeds,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,-3.0,3.0,0.9230769230769231,1.6708281377992786
seguimiento y evaluación-monitoreo y evaluación,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
seguridad climática,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
selection,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
self-help,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
self-help groups,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
self-sufficiency,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
semi-arid zones,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.38461538461538464,1.2649110637384748
semillas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
senegal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
services,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
servicio climático,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,2.4944382567683703
servicio de los ecosistemas-servicios ecosistémicos,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
sesame seed,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
sex-disaggregated data,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
shallow water,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
shea butter,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
shea nuts,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
sheep,0.0,1.0,1.0,6.0,0.0,0.0,2.0,4.0,0.0,4.0,2.0,2.0,-2.0,1.5384615384615385,1.3397761006103408
shock,0.0,1.0,1.0,10.0,2.0,7.0,0.0,1.0,0.0,1.0,2.0,-1.0,1.0,1.9230769230769231,1.5460918471266178
shrimp culture,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.38461538461538464,1.9183326088263215
shrimp fisheries,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,-1.0,0.46153846153846156,1.825741857954976
silvopastoral systems,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,4.0,0.6923076923076923,2.7977062911545914
sistema agroalimentario,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
sistema alimentario tradicional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
sistema de semillas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
sistema pecuario,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
site factors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
skill training,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
sludge treatment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
small and medium enterprises,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,-1.0,0.6153846153846154,1.4999999997562496
small enterprises,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
small farmers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
small ruminant value chains,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
small ruminants,1.0,0.0,1.0,8.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,-1.0,1.5384615384615385,1.4335271185899658
small scale farming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
small-scale fisheries,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
small-scale irrigation,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,-2.0,2.0,0.6923076923076923,1.7356110388396682
smallholder,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
smallholder farmers,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
smallholder resilience,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
smallholders,0.0,4.0,9.0,11.0,5.0,3.0,2.0,22.0,2.0,24.0,13.0,11.0,-11.0,7.3076923076923075,1.2220504090155997
smallholders-smallholder farmers,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,-1.0,1.0,0.6923076923076923,1.0423146131435388
smart materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
smartphones,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
smoked fish,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
social analysis,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
social aspects,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
social change,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,-1.0,1.0,0.6153846153846154,1.3578475611793765
social conditions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
social crisis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
social equality,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,2.3452078783873294
social equity,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
social inclusion,0.0,2.0,9.0,8.0,2.0,1.0,3.0,7.0,0.0,7.0,11.0,-4.0,4.0,3.8461538461538463,1.0736852424896481
social indicators,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
social innovation,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
social institutions,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
social learning,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.3076923076923077,2.345207879149522
social media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
social network analysis,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
social networks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
social norms,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,-3.0,3.0,0.6923076923076923,2.2222222219012346
social participation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
social protection,1.0,0.0,0.0,4.0,1.0,2.0,0.0,5.0,0.0,5.0,1.0,4.0,-4.0,1.4615384615384615,1.667682054386407
social safety nets,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,-1.0,0.46153846153846156,1.825741857954976
social sciences,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,2.3452078783873294
social structure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
social-ecological resilience,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,1.0,0.46153846153846156,1.8257418579549765
social-ecological sustainability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
society,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
socio-economic conditions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
socioeconomic aspects,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,6.0,1.3076923076923077,2.4803727812583265
socioeconomic development,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,2.4944382567683703
socioeconomic environment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
socioeconomic impact,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
socioeconomics,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
sociology,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
software development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
soil,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,-3.0,3.0,0.8461538461538461,1.958241747817482
soil analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
soil conservation,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.46153846153846156,1.0801234495006167
soil degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
soil fertility,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,-2.0,0.6153846153846154,2.1650635091092734
soil health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,-4.0,0.6153846153846154,3.4641016145748376
soil information,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
soil management,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
soil moisture,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
soil organic carbon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
soil quality,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,-2.0,1.0769230769230769,1.5649215927265892
soil quality-soil health,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,-4.0,4.0,1.0,2.1838568561782896
soil salinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
soil salinization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
soil sensors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
soil water content,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,2.3452078783873294
soils,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
solanum tuberosum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
solar drying,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
solar energy,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,-2.0,2.0,0.9230769230769231,1.438556374980162
solar powered irrigation systems,0.0,1.0,5.0,4.0,0.0,3.0,3.0,1.0,1.0,2.0,6.0,-4.0,4.0,2.0,1.2557559781921743
solid wastes,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
solución basadas en la naturaleza,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
solutions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
sorghum,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.46153846153846156,1.0801234495006167
sowing date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
